Country,Province,Latitude,Longitude,Interface,Animal_ID,Taxa,Species,Common Name,Sampling_Date,Sex,Age,Sample_Type,PCR_Type,PCR_Protocol,PCR_Result
DR Congo,Kasai Oriental,-2.28,23.36,hunted,CD110092,Rodents & Shrews,Lemniscomys sp.,Unidentified Mouse,5/24/12,Male,NULL,oral swab,Conventional Rt-PCR,"Quan et al, RdRp gene",Negative
DR Congo,Kasai Oriental,-2.28,23.36,hunted,CD110093,Rodents & Shrews,Lemniscomys sp.,Unidentified Mouse,5/24/12,Male,NULL,oral swab,Conventional Rt-PCR,"Quan et al, RdRp gene",Negative
DR Congo,Kasai Oriental,-2.28,23.36,hunted,CD110094,Rodents & Shrews,Rodentia,Unidentified Rodent,5/24/12,Male,NULL,oral swab,Conventional Rt-PCR,"Quan et al, RdRp gene",Negative
DR Congo,Kasai Oriental,-2.28,23.36,hunted,CD110095,Rodents & Shrews,Lemniscomys sp.,Unidentified Mouse,5/24/12,Male,NULL,oral swab,Conventional Rt-PCR,"Quan et al, RdRp gene",Negative
DR Congo,Kasai Oriental,-2.28,23.36,hunted,CD110096,Rodents & Shrews,Rodentia,Unidentified Rodent,5/24/12,Female,NULL,oral swab,Conventional Rt-PCR,"Quan et al, RdRp gene",Negative
DR Congo,Kasai Oriental,-2.28,23.36,hunted,CD110097,Rodents & Shrews,Rodentia,Unidentified Rodent,5/24/12,Female,NULL,oral swab,Conventional Rt-PCR,"Quan et al, RdRp gene",Negative
DR Congo,Kasai Oriental,-2.28,23.36,hunted,CD110098,Rodents & Shrews,Rodentia,Unidentified Rodent,5/24/12,Female,NULL,oral swab,Conventional Rt-PCR,"Quan et al, RdRp gene",Negative
DR Congo,Kasai Oriental,-2.28,23.36,hunted,CD110100,Rodents & Shrews,Rodentia,Unidentified Rodent,5/24/12,Female,NULL,oral swab,Conventional Rt-PCR,"Quan et al, RdRp gene",Negative
DR Congo,Kinshasa  ,-4.31,15.31,zoos and sanctuaries,CD114976,Non-human Primates,Pan troglodytes,Chimpanzee,4/5/12,Male,adult (reproductive age),oral swab,Conventional Rt-PCR,"Quan et al, RdRp gene",Negative
DR Congo,Kinshasa  ,-4.31,15.31,zoos and sanctuaries,CD114977,Non-human Primates,Cercocebus sp.,Unidentified Mangabey,4/5/12,Female,adult (reproductive age),oral swab,Conventional Rt-PCR,"Quan et al, RdRp gene",Negative
DR Congo,Bascongo,-5.73,12.92,small market,CD114981,Bats,Megaloglossus woermanni,Woermann's Fruit Bat,1/6/12,Male,NULL,oral swab,Conventional Rt-PCR,"Quan et al, RdRp gene",Negative
DR Congo,Kinshasa Province,-4.39,15.45,zoos and sanctuaries,CD114984,Bats,Myonycteris torquata,Little Collared Fruit Bat,3/14/12,Male,adult (reproductive age),oral swab,Conventional Rt-PCR,"Quan et al, RdRp gene",Negative
DR Congo,Kinshasa Province,-4.39,15.45,zoos and sanctuaries,CD114985,Bats,Myonycteris torquata,Little Collared Fruit Bat,3/14/12,Male,adult (reproductive age),oral swab,Conventional Rt-PCR,"Quan et al, RdRp gene",Negative
DR Congo,Kinshasa Province,-4.39,15.45,zoos and sanctuaries,CD114986,Bats,Myonycteris torquata,Little Collared Fruit Bat,3/14/12,Female,adult (reproductive age),oral swab,Conventional Rt-PCR,"Quan et al, RdRp gene",Negative
DR Congo,Kinshasa  ,-4.23,15.56,zoos and sanctuaries,CD114987,Non-human Primates,Lophocebus albigena,Grey-Cheeked Mangabey,4/20/12,Male,adult (reproductive age),oral swab,Conventional Rt-PCR,"Quan et al, RdRp gene",Negative
DR Congo,Kinshasa  ,-4.23,15.56,zoos and sanctuaries,CD114988,Non-human Primates,Cercopithecus hamlyni,Owl-Faced Monkey,4/20/12,Female,adult (reproductive age),oral swab,Conventional Rt-PCR,"Quan et al, RdRp gene",Negative
DR Congo,Kinshasa  ,-4.23,15.56,zoos and sanctuaries,CD114989,Non-human Primates,Papio cynocephalus,Yellow Baboon,4/20/12,Female,adult (reproductive age),oral swab,Conventional Rt-PCR,"Quan et al, RdRp gene",Negative
DR Congo,Kinshasa  ,-4.23,15.56,zoos and sanctuaries,CD114990,Non-human Primates,Papio cynocephalus,Yellow Baboon,4/20/12,Male,adult (reproductive age),oral swab,Conventional Rt-PCR,"Quan et al, RdRp gene",Negative
DR Congo,Kinshasa  ,-4.23,15.56,zoos and sanctuaries,CD114991,Non-human Primates,Cercopithecus nictitans,Putty-Nosed Monkey,4/20/12,Male,adult (reproductive age),oral swab,Conventional Rt-PCR,"Quan et al, RdRp gene",Negative
DR Congo,Kinshasa  ,-4.23,15.56,zoos and sanctuaries,CD114992,Non-human Primates,Lophocebus albigena,Grey-Cheeked Mangabey,4/20/12,Female,adult (reproductive age),oral swab,Conventional Rt-PCR,"Quan et al, RdRp gene",Negative
DR Congo,Kinshasa  ,-4.23,15.56,zoos and sanctuaries,CD114993,Non-human Primates,Cercopithecus ascanius,Red Tailed Monkey,4/20/12,Female,adult (reproductive age),oral swab,Conventional Rt-PCR,"Quan et al, RdRp gene",Negative
DR Congo,Kinshasa  ,-4.23,15.56,zoos and sanctuaries,CD114994,Non-human Primates,Lophocebus aterrimus,Black Mangabey,4/20/12,Male,adult (reproductive age),oral swab,Conventional Rt-PCR,"Quan et al, RdRp gene",Negative
DR Congo,Kinshasa  ,-4.23,15.56,zoos and sanctuaries,CD114995,Non-human Primates,Cercopithecus neglectus,De Brazza's Monkey,4/20/12,Male,adult (reproductive age),oral swab,Conventional Rt-PCR,"Quan et al, RdRp gene",Negative
DR Congo,Kinshasa  ,-4.23,15.56,zoos and sanctuaries,CD114996,Non-human Primates,Papio cynocephalus,Yellow Baboon,4/20/12,Male,adult (reproductive age),oral swab,Conventional Rt-PCR,"Quan et al, RdRp gene",Negative
DR Congo,Kinshasa,-4.49,15.27,zoos and sanctuaries,CD114997,Bats,Micropteropus pusillus,Peter's Dwarf Epauletted Fruit Bat,4/28/12,Male,NULL,oral swab,Conventional Rt-PCR,"Quan et al, RdRp gene",Negative
DR Congo,Kinshasa,-4.49,15.27,zoos and sanctuaries,CD114998,Bats,Micropteropus pusillus,Peter's Dwarf Epauletted Fruit Bat,4/28/12,Female,NULL,oral swab,Conventional Rt-PCR,"Quan et al, RdRp gene",Negative
DR Congo,Kinshasa,-4.49,15.27,zoos and sanctuaries,CD114999,Bats,Micropteropus pusillus,Peter's Dwarf Epauletted Fruit Bat,4/28/12,Male,NULL,oral swab,Conventional Rt-PCR,"Quan et al, RdRp gene",Negative
DR Congo,Kinshasa,-4.49,15.27,zoos and sanctuaries,CD115000,Bats,Micropteropus pusillus,Peter's Dwarf Epauletted Fruit Bat,4/28/12,Male,NULL,oral swab,Conventional Rt-PCR,"Quan et al, RdRp gene",Negative
DR Congo,Kinshasa,-4.49,15.27,zoos and sanctuaries,CD115003,Bats,Micropteropus pusillus,Peter's Dwarf Epauletted Fruit Bat,4/28/12,Male,NULL,oral swab,Conventional Rt-PCR,"Quan et al, RdRp gene",Negative
DR Congo,Kinshasa  ,-4.31,15.31,zoos and sanctuaries,CD115004,Non-human Primates,Cercopithecus neglectus,De Brazza's Monkey,4/5/12,Male,adult (reproductive age),oral swab,Conventional Rt-PCR,"Quan et al, RdRp gene",Negative
DR Congo,Kinshasa  ,-4.31,15.31,zoos and sanctuaries,CD115005,Non-human Primates,Lophocebus aterrimus,Black Mangabey,4/5/12,Male,juvenile (dependent on dam),oral swab,Conventional Rt-PCR,"Quan et al, RdRp gene",Negative
DR Congo,Kinshasa  ,-4.31,15.31,zoos and sanctuaries,CD115006,Non-human Primates,Cercocebus chrysogaster,Golden-Bellied Mangabey,4/5/12,Male,juvenile (dependent on dam),oral swab,Conventional Rt-PCR,"Quan et al, RdRp gene",Negative
DR Congo,Kinshasa  ,-4.31,15.31,zoos and sanctuaries,CD115007,Non-human Primates,Lophocebus albigena,Grey-Cheeked Mangabey,4/5/12,Female,juvenile (dependent on dam),oral swab,Conventional Rt-PCR,"Quan et al, RdRp gene",Negative
DR Congo,Kinshasa  ,-4.31,15.31,zoos and sanctuaries,CD115008,Non-human Primates,Cercocebus sp.,Unidentified Mangabey,4/5/12,Male,adult (reproductive age),oral swab,Conventional Rt-PCR,"Quan et al, RdRp gene",Negative
DR Congo,Kinshasa  ,-4.31,15.31,zoos and sanctuaries,CD115009,Non-human Primates,Cercocebus sp.,Unidentified Mangabey,4/5/12,Female,adult (reproductive age),oral swab,Conventional Rt-PCR,"Quan et al, RdRp gene",Negative
DR Congo,Kinshasa  ,-4.31,15.31,zoos and sanctuaries,CD115010,Non-human Primates,Allenopithecus nigroviridis,Allen's Swamp Monkey,4/5/12,Male,adult (reproductive age),oral swab,Conventional Rt-PCR,"Quan et al, RdRp gene",Negative
DR Congo,Kinshasa  ,-4.31,15.31,zoos and sanctuaries,CD115011,Non-human Primates,Cercopithecus ascanius,Red Tailed Monkey,4/5/12,Female,adult (reproductive age),oral swab,Conventional Rt-PCR,"Quan et al, RdRp gene",Negative
DR Congo,Kinshasa  ,-4.31,15.31,zoos and sanctuaries,CD115012,Non-human Primates,Erythrocebus patas,Patas Monkey,4/5/12,Female,adult (reproductive age),oral swab,Conventional Rt-PCR,"Quan et al, RdRp gene",Negative
DR Congo,Kinshasa  ,-4.31,15.31,zoos and sanctuaries,CD115013,Non-human Primates,Cercopithecus nictitans,Putty-Nosed Monkey,4/5/12,Male,adult (reproductive age),oral swab,Conventional Rt-PCR,"Quan et al, RdRp gene",Negative
DR Congo,Kinshasa  ,-4.31,15.31,zoos and sanctuaries,CD115014,Non-human Primates,Cercopithecus nictitans,Putty-Nosed Monkey,4/5/12,Female,adult (reproductive age),oral swab,Conventional Rt-PCR,"Quan et al, RdRp gene",Negative
DR Congo,Kinshasa  ,-4.31,15.31,zoos and sanctuaries,CD115015,Non-human Primates,Cercopithecus nictitans,Putty-Nosed Monkey,4/5/12,Female,adult (reproductive age),oral swab,Conventional Rt-PCR,"Quan et al, RdRp gene",Negative
DR Congo,Kinshasa  ,-4.31,15.31,zoos and sanctuaries,CD115016,Non-human Primates,Lophocebus albigena,Grey-Cheeked Mangabey,4/5/12,Male,adult (reproductive age),oral swab,Conventional Rt-PCR,"Quan et al, RdRp gene",Negative
DR Congo,Kinshasa  ,-4.31,15.31,zoos and sanctuaries,CD115017,Non-human Primates,Lophocebus albigena,Grey-Cheeked Mangabey,4/5/12,Female,adult (reproductive age),oral swab,Conventional Rt-PCR,"Quan et al, RdRp gene",Negative
DR Congo,Kinshasa  ,-4.31,15.31,zoos and sanctuaries,CD115018,Non-human Primates,Cercopithecus wolfi,Wolf's Monkey,4/5/12,Male,adult (reproductive age),oral swab,Conventional Rt-PCR,"Quan et al, RdRp gene",Negative
DR Congo,Kinshasa  ,-4.31,15.31,zoos and sanctuaries,CD115019,Non-human Primates,Cercopithecus wolfi,Wolf's Monkey,4/5/12,Female,adult (reproductive age),oral swab,Conventional Rt-PCR,"Quan et al, RdRp gene",Negative
DR Congo,Kinshasa  ,-4.31,15.31,zoos and sanctuaries,CD115020,Non-human Primates,Cercopithecus denti,Dent's Monkey,4/5/12,Female,adult (reproductive age),oral swab,Conventional Rt-PCR,"Quan et al, RdRp gene",Negative
DR Congo,Kinshasa  ,-4.31,15.31,zoos and sanctuaries,CD115021,Non-human Primates,Cercocebus chrysogaster,Golden-Bellied Mangabey,4/5/12,Male,adult (reproductive age),oral swab,Conventional Rt-PCR,"Quan et al, RdRp gene",Negative
DR Congo,Kinshasa  ,-4.31,15.31,zoos and sanctuaries,CD115022,Non-human Primates,Papio cynocephalus,Yellow Baboon,4/5/12,Male,adult (reproductive age),oral swab,Conventional Rt-PCR,"Quan et al, RdRp gene",Negative
DR Congo,Kinshasa,-4.49,15.27,zoos and sanctuaries,CD115023,Bats,Micropteropus pusillus,Peter's Dwarf Epauletted Fruit Bat,4/28/12,Female,NULL,oral swab,Conventional Rt-PCR,"Quan et al, RdRp gene",Negative
DR Congo,Kinshasa,-4.49,15.27,zoos and sanctuaries,CD115024,Bats,Megaloglossus woermanni,Woermann's Fruit Bat,4/28/12,Female,NULL,oral swab,Conventional Rt-PCR,"Quan et al, RdRp gene",Negative
DR Congo,Kinshasa,-4.49,15.27,zoos and sanctuaries,CD115025,Bats,Micropteropus pusillus,Peter's Dwarf Epauletted Fruit Bat,4/28/12,Female,NULL,oral swab,Conventional Rt-PCR,"Quan et al, RdRp gene",Negative
DR Congo,Kinshasa,-4.49,15.27,zoos and sanctuaries,CD115026,Bats,Micropteropus pusillus,Peter's Dwarf Epauletted Fruit Bat,4/28/12,Female,NULL,oral swab,Conventional Rt-PCR,"Quan et al, RdRp gene",Negative
DR Congo,Kinshasa,-4.49,15.27,zoos and sanctuaries,CD115027,Bats,Micropteropus pusillus,Peter's Dwarf Epauletted Fruit Bat,4/28/12,Female,NULL,oral swab,Conventional Rt-PCR,"Quan et al, RdRp gene",Negative
DR Congo,Kinshasa,-4.49,15.27,zoos and sanctuaries,CD115028,Bats,Micropteropus pusillus,Peter's Dwarf Epauletted Fruit Bat,4/28/12,Male,NULL,oral swab,Conventional Rt-PCR,"Quan et al, RdRp gene",Negative
DR Congo,Kinshasa,-4.49,15.27,zoos and sanctuaries,CD115029,Bats,Micropteropus pusillus,Peter's Dwarf Epauletted Fruit Bat,4/28/12,Female,NULL,oral swab,Conventional Rt-PCR,"Quan et al, RdRp gene",Negative
DR Congo,Kinshasa,-4.49,15.27,zoos and sanctuaries,CD115030,Bats,Micropteropus pusillus,Peter's Dwarf Epauletted Fruit Bat,4/28/12,Male,NULL,oral swab,Conventional Rt-PCR,"Quan et al, RdRp gene",Negative
DR Congo,Kinshasa,-4.49,15.27,zoos and sanctuaries,CD115031,Bats,Micropteropus pusillus,Peter's Dwarf Epauletted Fruit Bat,4/28/12,Female,NULL,oral swab,Conventional Rt-PCR,"Quan et al, RdRp gene",Negative
DR Congo,Kinshasa,-4.49,15.27,zoos and sanctuaries,CD115032,Bats,Micropteropus pusillus,Peter's Dwarf Epauletted Fruit Bat,4/28/12,Male,NULL,liver,Conventional PCR,"Modified Watanabe et al, RdRp gene",Negative
DR Congo,Kinshasa,-4.49,15.27,zoos and sanctuaries,CD115032,Bats,Micropteropus pusillus,Peter's Dwarf Epauletted Fruit Bat,4/28/12,Male,NULL,liver,Conventional PCR,"Quan et al, RdRp gene",Negative
DR Congo,Kinshasa,-4.49,15.27,zoos and sanctuaries,CD115033,Bats,Micropteropus pusillus,Peter's Dwarf Epauletted Fruit Bat,4/28/12,Male,NULL,liver,Conventional PCR,"Modified Watanabe et al, RdRp gene",Negative
DR Congo,Kinshasa,-4.49,15.27,zoos and sanctuaries,CD115033,Bats,Micropteropus pusillus,Peter's Dwarf Epauletted Fruit Bat,4/28/12,Male,NULL,liver,Conventional PCR,"Quan et al, RdRp gene",Negative
DR Congo,Kinshasa,-4.49,15.27,zoos and sanctuaries,CD115034,Bats,Micropteropus pusillus,Peter's Dwarf Epauletted Fruit Bat,4/28/12,Male,NULL,liver,Conventional PCR,"Modified Watanabe et al, RdRp gene",Negative
DR Congo,Kinshasa,-4.49,15.27,zoos and sanctuaries,CD115034,Bats,Micropteropus pusillus,Peter's Dwarf Epauletted Fruit Bat,4/28/12,Male,NULL,liver,Conventional PCR,"Quan et al, RdRp gene",Negative
DR Congo,Kinshasa,-4.49,15.27,zoos and sanctuaries,CD115035,Bats,Micropteropus pusillus,Peter's Dwarf Epauletted Fruit Bat,4/28/12,Female,NULL,liver,Conventional PCR,"Modified Watanabe et al, RdRp gene",Negative
DR Congo,Kinshasa,-4.49,15.27,zoos and sanctuaries,CD115035,Bats,Micropteropus pusillus,Peter's Dwarf Epauletted Fruit Bat,4/28/12,Female,NULL,liver,Conventional PCR,"Quan et al, RdRp gene",Negative
DR Congo,Kasai Oriental,-3.46,22.44,hunted,CD115036,Rodents & Shrews,Cryptomys hottentotus,African Mole Rat,4/2/12,Male,NULL,oral swab,Conventional Rt-PCR,"Quan et al, RdRp gene",Negative
DR Congo,Kinshasa Province,-4.39,15.45,zoos and sanctuaries,CD115038,Bats,Epomops sp.,Unidentified Fruit Bat,8/16/12,Female,NULL,oral swab,Conventional Rt-PCR,"Quan et al, RdRp gene",Negative
DR Congo,Kinshasa Province,-4.39,15.45,zoos and sanctuaries,CD115039,Bats,Epomops sp.,Unidentified Fruit Bat,8/16/12,Female,NULL,oral swab,Conventional Rt-PCR,"Quan et al, RdRp gene",Negative
DR Congo,Kinshasa Province,-4.39,15.45,zoos and sanctuaries,CD115040,Bats,Epomops sp.,Unidentified Fruit Bat,8/16/12,Male,NULL,oral swab,Conventional Rt-PCR,"Quan et al, RdRp gene",Negative
DR Congo,Kinshasa Province,-4.39,15.45,zoos and sanctuaries,CD115041,Bats,Epomops sp.,Unidentified Fruit Bat,8/16/12,Male,NULL,oral swab,Conventional Rt-PCR,"Quan et al, RdRp gene",Negative
DR Congo,Kinshasa Province,-4.39,15.45,zoos and sanctuaries,CD115044,Bats,Epomops sp.,Unidentified Fruit Bat,8/16/12,Male,NULL,oral swab,Conventional Rt-PCR,"Quan et al, RdRp gene",Negative
DR Congo,Province Oriental,-2.79,27.61,animal production,CD115045,Bats,Micropteropus pusillus,Peter's Dwarf Epauletted Fruit Bat,9/27/12,Female,NULL,oral swab,Conventional Rt-PCR,"Quan et al, RdRp gene",Negative
DR Congo,Province Oriental,-2.79,27.61,animal production,CD115046,Bats,Scotophilus dinganii,Yellow-Bellied House Bat,9/27/12,Female,NULL,oral swab,Conventional Rt-PCR,"Quan et al, RdRp gene",Negative
DR Congo,Province Oriental,-2.79,27.61,animal production,CD115047,Bats,Scotophilus dinganii,Yellow-Bellied House Bat,9/27/12,Male,NULL,oral swab,Conventional Rt-PCR,"Quan et al, RdRp gene",Negative
DR Congo,Province Oriental,-2.79,27.61,animal production,CD115048,Bats,Scotophilus dinganii,Yellow-Bellied House Bat,9/27/12,Male,NULL,oral swab,Conventional Rt-PCR,"Quan et al, RdRp gene",Negative
DR Congo,Province Oriental,-2.79,27.61,animal production,CD115049,Bats,Scotophilus dinganii,Yellow-Bellied House Bat,9/27/12,Male,NULL,oral swab,Conventional Rt-PCR,"Quan et al, RdRp gene",Negative
DR Congo,Province Oriental,-2.79,27.61,animal production,CD115050,Bats,Scotophilus dinganii,Yellow-Bellied House Bat,9/27/12,Male,NULL,oral swab,Conventional Rt-PCR,"Quan et al, RdRp gene",Negative
DR Congo,Province Oriental,-2.79,27.61,animal production,CD115051,Bats,Scotophilus dinganii,Yellow-Bellied House Bat,9/27/12,Female,NULL,oral swab,Conventional Rt-PCR,"Quan et al, RdRp gene",Negative
DR Congo,Province Oriental,-2.79,27.61,animal production,CD115052,Bats,Micropteropus pusillus,Peter's Dwarf Epauletted Fruit Bat,9/27/12,Female,NULL,oral swab,Conventional Rt-PCR,"Quan et al, RdRp gene",Negative
DR Congo,Province Oriental,-2.79,27.61,animal production,CD115052,Bats,Micropteropus pusillus,Peter's Dwarf Epauletted Fruit Bat,9/27/12,Female,NULL,oral swab,Conventional Rt-PCR,"Quan et al, RdRp gene",Negative
DR Congo,Province Oriental,-2.79,27.61,animal production,CD115053,Bats,Micropteropus pusillus,Peter's Dwarf Epauletted Fruit Bat,9/27/12,Female,NULL,oral swab,Conventional Rt-PCR,"Quan et al, RdRp gene",Negative
DR Congo,Province Oriental,-2.79,27.61,animal production,CD115054,Bats,Micropteropus pusillus,Peter's Dwarf Epauletted Fruit Bat,9/27/12,Female,NULL,oral swab,Conventional Rt-PCR,"Quan et al, RdRp gene",Negative
DR Congo,Province Oriental,-2.79,27.61,animal production,CD115055,Bats,Epomops franqueti,Franquet's Epauletted Fruit Bat,9/27/12,Female,NULL,oral swab,Conventional Rt-PCR,"Quan et al, RdRp gene",Negative
DR Congo,Province Oriental,-2.79,27.61,animal production,CD115056,Bats,Epomops franqueti,Franquet's Epauletted Fruit Bat,9/27/12,Female,NULL,oral swab,Conventional Rt-PCR,"Quan et al, RdRp gene",Negative
DR Congo,Province Oriental,-2.79,27.61,animal production,CD115057,Bats,Pipistrellus sp.,Unidentified Vesper Bat,9/27/12,Male,NULL,oral swab,Conventional Rt-PCR,"Quan et al, RdRp gene",Negative
DR Congo,Province Oriental,-2.79,27.61,animal production,CD115058,Bats,Megaloglossus woermanni,Woermann's Fruit Bat,9/27/12,Female,NULL,oral swab,Conventional Rt-PCR,"Quan et al, RdRp gene",Negative
DR Congo,Province Oriental,-2.79,27.61,animal production,CD115059,Bats,Megaloglossus woermanni,Woermann's Fruit Bat,9/27/12,Female,NULL,oral swab,Conventional Rt-PCR,"Quan et al, RdRp gene",Negative
DR Congo,Province Oriental,-2.79,27.61,animal production,CD115060,Bats,Megaloglossus woermanni,Woermann's Fruit Bat,9/27/12,Female,NULL,oral swab,Conventional Rt-PCR,"Quan et al, RdRp gene",Negative
DR Congo,Province Oriental,-2.79,27.61,animal production,CD115061,Bats,Micropteropus pusillus,Peter's Dwarf Epauletted Fruit Bat,9/27/12,Female,NULL,oral swab,Conventional Rt-PCR,"Quan et al, RdRp gene",Negative
DR Congo,Province Oriental,-2.79,27.61,animal production,CD115062,Bats,Micropteropus pusillus,Peter's Dwarf Epauletted Fruit Bat,9/27/12,Male,NULL,oral swab,Conventional Rt-PCR,"Quan et al, RdRp gene",Negative
DR Congo,Province Oriental,-2.79,27.61,animal production,CD115063,Bats,Micropteropus pusillus,Peter's Dwarf Epauletted Fruit Bat,9/27/12,Female,NULL,oral swab,Conventional Rt-PCR,"Quan et al, RdRp gene",Negative
DR Congo,Province Oriental,-2.79,27.61,animal production,CD115064,Bats,Micropteropus pusillus,Peter's Dwarf Epauletted Fruit Bat,9/27/12,Male,NULL,oral swab,Conventional Rt-PCR,"Quan et al, RdRp gene",Negative
DR Congo,Province Oriental,-2.79,27.61,animal production,CD115065,Bats,Micropteropus pusillus,Peter's Dwarf Epauletted Fruit Bat,9/27/12,Female,NULL,oral swab,Conventional Rt-PCR,"Quan et al, RdRp gene",Negative
DR Congo,Province Oriental,-2.79,27.61,animal production,CD115066,Bats,Micropteropus pusillus,Peter's Dwarf Epauletted Fruit Bat,9/27/12,Female,NULL,oral swab,Conventional Rt-PCR,"Quan et al, RdRp gene",Negative
DR Congo,Province Oriental,-2.79,27.61,animal production,CD115067,Bats,Scotophilus dinganii,Yellow-Bellied House Bat,9/27/12,Female,NULL,oral swab,Conventional Rt-PCR,"Quan et al, RdRp gene",Negative
DR Congo,Province Oriental,-2.79,27.61,animal production,CD115068,Bats,Scotophilus dinganii,Yellow-Bellied House Bat,9/27/12,Female,NULL,oral swab,Conventional Rt-PCR,"Quan et al, RdRp gene",Negative
DR Congo,Province Oriental,-2.79,27.61,animal production,CD115069,Bats,Scotophilus dinganii,Yellow-Bellied House Bat,9/27/12,Male,NULL,oral swab,Conventional Rt-PCR,"Quan et al, RdRp gene",Negative
DR Congo,Province Oriental,-2.79,27.61,animal production,CD115070,Bats,Micropteropus pusillus,Peter's Dwarf Epauletted Fruit Bat,9/27/12,Female,NULL,oral swab,Conventional Rt-PCR,"Quan et al, RdRp gene",Negative
DR Congo,Province Oriental,-2.79,27.61,animal production,CD115071,Bats,Micropteropus pusillus,Peter's Dwarf Epauletted Fruit Bat,9/27/12,Female,NULL,oral swab,Conventional Rt-PCR,"Quan et al, RdRp gene",Negative
DR Congo,Province Oriental,-2.79,27.61,animal production,CD115072,Bats,Micropteropus pusillus,Peter's Dwarf Epauletted Fruit Bat,9/27/12,Female,NULL,oral swab,Conventional Rt-PCR,"Quan et al, RdRp gene",Negative
DR Congo,Province Oriental,-2.79,27.61,animal production,CD115073,Bats,Micropteropus pusillus,Peter's Dwarf Epauletted Fruit Bat,9/27/12,Female,NULL,oral swab,Conventional Rt-PCR,"Quan et al, RdRp gene",Negative
DR Congo,Province Oriental,-2.79,27.61,animal production,CD115074,Bats,Megaloglossus woermanni,Woermann's Fruit Bat,9/27/12,Female,NULL,oral swab,Conventional Rt-PCR,"Quan et al, RdRp gene",Negative
DR Congo,Province Oriental,-2.79,27.61,animal production,CD115075,Bats,Epomops franqueti,Franquet's Epauletted Fruit Bat,9/27/12,Female,NULL,oral swab,Conventional Rt-PCR,"Quan et al, RdRp gene",Negative
